grien	dziw	dziw_qhanshiev	dziwxev	sikrok_xaumra	thovqitmra	pryentyov	tyoshiek
08721	蜡			[54161]	U+8721		
08729	蜩			[57120]	U+8729		
0872B	蜫			[56112]	U+872B		
08730	蜰			[77136]	U+8730		
08739	蜹			[54127]	U+8739		
0873B	蜻			[55127]	U+873B		
0874B	蝋			[59117]	U+874B		
08757	蝗			[56114]	U+8757		
0875F	蝟			[56127]	U+875F		
08771	蝱			[00136]	U+8771		
08772	蝲			[52100]	U+8772		
08774	蝴			[57120]	U+8774		
08776	蝶			[54194]	U+8776		
08782	螂			[57127]	U+8782		
08788	螈			[51196]	U+8788		
0878D	融			[15236]	U+878D		
0878E	螎			[51127]	U+878E		
08797	螗			[50165]	U+8797		
087A1	螡			[00136]	U+87A1		
087A3	螣			[79236]	U+87A3		
087AB	螫			[48136]	U+87AB		
087AF	螯			[48136, 58136]	U+87AF		
087B2	螲			[53114]	U+87B2		
087BD	螽			[27136]	U+87BD		
087BF	螿			[27136]	U+87BF		
087C2	蟂			[57194]	U+87C2		
087E5	蟥			[54186]	U+87E5		
087F2	蟲			[50136]	U+87F2		
087FA	蟺			[50116]	U+87FA		
087FB	蟻			[58153]	U+87FB		
08806	蠆			[44136]	U+8806		
08812	蠒			[10136]	U+8812		
0881F	蠟			[52112]	U+881F		
08823	蠣			[51127]	U+8823		
08831	蠱			[50102]	U+8831		
08839	蠹			[50136]	U+8839		
08841	衁			[00102]	U+8841		
08846	衆			[27232]	U+8846		
0884C	行			[21221]	U+884C		
0884E	衎			[21221]	U+884E		
08852	衒			[21221]	U+8852		
08853	術			[21221]	U+8853		
08854	衔			[21221]	U+8854		
08855	衕			[21221]	U+8855		
08856	衖			[21221]	U+8856		
08859	衙			[21221]	U+8859		
0885A	衚			[21221]	U+885A		
0885B	衛			[21221]	U+885B		
0885C	衜			[21221]	U+885C		
0885E	衞			[21221]	U+885E		
0885F	衟			[21221]	U+885F		
08861	衡			[21221]	U+8861		
08863	衣			[00732]	U+8863		
0886B	衫			[32222]	U+886B		
08871	衱			[37247]	U+8871		
08872	衲			[34227]	U+8872		
08875	衵			[36200]	U+8875		
08877	衷			[00732]	U+8877		
0887E	衾			[80732]	U+887E		
0887F	衿			[38227]	U+887F		
08881	袁			[40732]	U+8881		
0888C	袌			[00732]	U+888C		
0888D	袍			[37212]	U+888D		
08892	袒			[36210]	U+8892		
08896	袖			[35260]	U+8896		
088A0	袠			[00732]	U+88A0		
088A2	袢			[39250]	U+88A2		
088B7	袷			[38261]	U+88B7		
088BA	袺			[34261]	U+88BA		
088BD	袽			[36200]	U+88BD		
088C2	裂			[12732]	U+88C2		
088C5	装			[34732]	U+88C5		
088CE	裎			[36214]	U+88CE		
088CF	裏			[00732]	U+88CF		
088D2	裒			[00732]	U+88D2		
088D4	裔			[00227]	U+88D4		
088D8	裘			[43732]	U+88D8		
088D9	裙			[37267]	U+88D9		
088DB	裛			[00732]	U+88DB		
088DD	裝			[24732]	U+88DD		
088E0	裠			[17732]	U+88E0		
088E1	裡			[36215]	U+88E1		
088E4	裤			[30254]	U+88E4		
088E5	裥			[37220]	U+88E5		
088EF	裯			[37220]	U+88EF		
088FE	裾			[37264]	U+88FE		
08912	褒			[00732]	U+8912		
08913	褓			[36294]	U+8913		
0891A	褚			[34260]	U+891A		
08921	褡			[34261]	U+8921		
08927	褧			[19732]	U+8927		
08930	褰			[30732]	U+8930		
08932	褲			[30256]	U+8932		
08934	褴			[38212]	U+8934		
0893B	褻			[00732]	U+893B		
08941-J	襁		⿰衤強	[33236]	U+8941	J	
08941-T	襁		⿰衤强	[36236]	U+8941	T	
08943	襃			[00732]	U+8943		
08947	襇			[37220]	U+8947		
08949	襉			[37220]	U+8949		
0895A	襚			[38233]	U+895A		
0895F	襟			[34291]	U+895F		
08962	襢			[30216]	U+8962		
08964	襤			[38212]	U+8964		
0896B	襫			[34286]	U+896B		
0896D	襭			[31286]	U+896D		
0898B	見			[60212]	U+898B		
0898F	規			[56812]	U+898F		
0899A	覚			[90212]	U+899A		
089A7	覧			[78212]	U+89A7		
089A9	覩			[46612]	U+89A9		
089BA	覺			[77212]	U+89BA		
089BD	覽			[78212]	U+89BD		
089BF	覿			[46812]	U+89BF		
089C1	见			[77212]	U+89C1		
089C4	规			[57812]	U+89C4		
089C8	览			[28212]	U+89C8		
089C9	觉			[90212]	U+89C9		
089CC	觌			[47812]	U+89CC		
089D3	觓			[22200]	U+89D3		
089DE	觞			[28227]	U+89DE		
089E5	觥			[29212]	U+89E5		
089E9	觩			[23299]	U+89E9		
089F4	觴			[28227]	U+89F4		
089F5	觵			[24286]	U+89F5		
08A00	言			[00601]	U+8A00		
08A02	訂			[01620]	U+8A02		
08A04	訄			[40016]	U+8A04		
08A08	計			[04600]	U+8A08		
08A0C	訌			[01612]	U+8A0C		
08A0E	討			[04600]	U+8A0E		
08A10	訐			[01640]	U+8A10		
08A13	訓			[02600]	U+8A13		
08A15	訕			[02670]	U+8A15		
08A16	訖			[08617]	U+8A16		
08A18	記			[07617]	U+8A18		
08A1A	訚			[37601]	U+8A1A		
08A1B	訛			[04610]	U+8A1B		
08A25	訥			[04627]	U+8A25		
08A27	訧			[03612]	U+8A27		
08A29	訩			[02670]	U+8A29		
08A2D	設			[07647]	U+8A2D		
08A31	許			[08640]	U+8A31		
08A35	訵			[06600]	U+8A35		
08A39	訹			[03694]	U+8A39		
08A3C	証			[01611]	U+8A3C		
08A3D	訽			[07620]	U+8A3D		
08A41	詁			[04660]	U+8A41		
08A4E	詎			[01617]	U+8A4E		
08A58	詘			[02672]	U+8A58		
08A60	詠			[03692]	U+8A60		
08A69	詩			[04641]	U+8A69		
08A6C	詬			[02661]	U+8A6C		
08A6E	詮			[08614]	U+8A6E		
08A70	詰			[04661]	U+8A70		
08A75	詵			[04612]	U+8A75		
08A7C	詼			[04689]	U+8A7C		
08A85	誅			[05690]	U+8A85		
08A86	誆			[01611]	U+8A86		
08A8A	誊			[90601]	U+8A8A		
08A8C	誌			[04631]	U+8A8C		
08A91	誑			[01614]	U+8A91		
08A9A	誚			[09627]	U+8A9A		
08A9E	語			[01661]	U+8A9E		
08AA0	誠			[03650]	U+8AA0		
08AA1	誡			[03650]	U+8AA1		
08AA3	誣			[01618]	U+8AA3		
08AA4-J	誤		⿰言吳	[06684]	U+8AA4	J	
08AA4-N	誤		⿰言呉	[06681]	U+8AA4	N	
08AA4-T	誤		⿰言吴	[06684]	U+8AA4	T	
08AA6	誦			[07627]	U+8AA6		
08AAD	読			[04612]	U+8AAD		
08ABC	誼			[03612]	U+8ABC		
08ABE	誾			[77601]	U+8ABE		
08ABF	調			[07620]	U+8ABF		
08ACB	請			[05627]	U+8ACB		
08ACD-J	諍		⿰言爭	[02657]	U+8ACD	J	
08ACD-T	諍		⿰言争	[07657]	U+8ACD	T	
08AD2	諒			[00696]	U+8AD2		
08AD7	諗			[08632]	U+8AD7		
08ADB	諛			[07687]	U+8ADB		
08ADC	諜			[04694]	U+8ADC		
08AF3	諳			[00661]	U+8AF3		
08AF8	諸			[04660]	U+8AF8		
08B02	謂			[06627]	U+8B02		
08B04	謄			[79261]	U+8B04		
08B07	謇			[30601]	U+8B07		
08B0E	謎			[09639]	U+8B0E		
08B1D	謝			[04600]	U+8B1D		
08B26	謦			[47601]	U+8B26		
08B37	謷			[48601, 58601]	U+8B37		
08B38	謸			[08640]	U+8B38		
08B41	譁			[04654]	U+8B41		
08B4C-J	譌		⿰言為	[04627]	U+8B4C	J	
08B4C-T	譌		⿰言爲	[02627]	U+8B4C	T	
08B5C	譜			[08661]	U+8B5C		
08B66	警			[48601]	U+8B66		
08B70	議			[08653]	U+8B70		
08B75	譵			[04600]	U+8B75		
08B80	讀			[04686]	U+8B80		
08B86	讆			[21601]	U+8B86		
08B8E	讎			[20215]	U+8B8E		
08B8F	讏			[21601]	U+8B8F		
08B90	讐			[20601]	U+8B90		
08B9F	讟			[00661]	U+8B9F		
08BA1	计			[34700]	U+8BA1		
08BA2	订			[31720]	U+8BA2		
08BA6	讦			[31740]	U+8BA6		
08BA7	讧			[31712]	U+8BA7		
08BA8	讨			[34700]	U+8BA8		
08BAA	讪			[32770]	U+8BAA		
08BAB	讫			[38717]	U+8BAB		
08BAD	训			[32700]	U+8BAD		
08BAE	议			[34703]	U+8BAE		
08BB0	记			[37717]	U+8BB0		
08BB5	讵			[31717]	U+8BB5		
08BB7	讷			[34727]	U+8BB7		
08BB8	许			[38740]	U+8BB8		
08BB9	讹			[34710]	U+8BB9		
08BBB	讻			[32770]	U+8BBB		
08BBE	设			[37747]	U+8BBE		
08BC2	诂			[34760]	U+8BC2		
08BCE	诎			[32772]	U+8BCE		
08BD3	诓			[31711]	U+8BD3		
08BD7	诗			[34741]	U+8BD7		
08BD8	诘			[34761]	U+8BD8		
08BD9	诙			[34789]	U+8BD9		
08BDA	诚			[33750]	U+8BDA		
08BDB	诛			[35790]	U+8BDB		
08BDC	诜			[34712]	U+8BDC		
08BDF	诟			[32761]	U+8BDF		
08BE0	诠			[38714]	U+8BE0		
08BE4	诤			[37757]	U+8BE4		
08BEB	诫			[33750]	U+8BEB		
08BEC	诬			[31718]	U+8BEC		
08BED	语			[31761]	U+8BED		
08BEE	诮			[39727]	U+8BEE		
08BEF	误			[36784]	U+8BEF		
08BF3	诳			[31714]	U+8BF3		
08BF5	诵			[37727]	U+8BF5		
08BF7	请			[35727]	U+8BF7		
08BF8	诸			[34760]	U+8BF8		
08BFB	读			[34784]	U+8BFB		
08C00	谀			[37787]	U+8C00		
08C02	谂			[38732]	U+8C02		
08C03	调			[37720]	U+8C03		
08C05	谅			[30796]	U+8C05		
08C0A	谊			[33712]	U+8C0A		
08C0D	谍			[34794]	U+8C0D		
08C13	谓			[36727]	U+8C13		
08C19	谙			[30761]	U+8C19		
08C1C	谜			[39739]	U+8C1C		
08C22	谢			[34700]	U+8C22		
08C31	谱			[38761]	U+8C31		
08C3C	谼			[84681]	U+8C3C		
08C3D	谽			[88662]	U+8C3D		
08C47	豇			[11112]	U+8C47		
08C4A	豊			[55108]	U+8C4A		
08C55	豕			[10232]	U+8C55		
08C6B	豫			[17232]	U+8C6B		
08C6C	豬			[14260]	U+8C6C		
08C83	貃			[26202]	U+8C83		
08C85	貅			[24290]	U+8C85		
08C89	貉			[27264]	U+8C89		
08C8A	貊			[21262]	U+8C8A		
08C8D	貍			[26215]	U+8C8D		
08C9D	貝			[60800]	U+8C9D		
08C9E	貞			[21806]	U+8C9E		
08C9F	貟			[23806]	U+8C9F		
08CA0	負			[27806]	U+8CA0		
08CA2	貢			[10806]	U+8CA2		
08CA8	貨			[24806]	U+8CA8		
08CAA	貪			[80806]	U+8CAA		
08CAB	貫			[77806]	U+8CAB		
08CAE	貮			[13840]	U+8CAE		
08CB0	貰			[44806]	U+8CB0		
08CB3	貳			[43800]	U+8CB3		
08CB4	貴			[50806]	U+8CB4		
08CBA	貺			[66812]	U+8CBA		
08CC2	賂			[67864]	U+8CC2		
08CC4	賄			[64827]	U+8CC4		
08CD2	賒			[68891]	U+8CD2		
08CD5	賕			[63899]	U+8CD5		
08CD6	賖			[68894]	U+8CD6		
08CD9	賙			[67820]	U+8CD9		
08CDA	賚			[40806]	U+8CDA		
08CE1	賡			[00286]	U+8CE1		
08CE2	賢			[77806]	U+8CE2		
08CED	賭			[64860]	U+8CED		
08CF4	賴			[57986]	U+8CF4		
08CF8	賸			[79286]	U+8CF8		
08D07	贇			[03806]	U+8D07		
08D0F	贏			[00217]	U+8D0F		
08D13	贓			[63850]	U+8D13		
08D14	贔			[60886]	U+8D14		
08D16	贖			[64886]	U+8D16		
08D1C	贜			[64853]	U+8D1C		
08D1D	贝			[77802]	U+8D1D		
08D1E	贞			[21802]	U+8D1E		
08D1F	负			[27802]	U+8D1F		
08D21	贡			[10802]	U+8D21		
08D24	贤			[27802]	U+8D24		
08D25	败			[78840]	U+8D25		
08D27	货			[24802]	U+8D27		
08D2A	贪			[80802]	U+8D2A		
08D2F	贯			[77802]	U+8D2F		
08D30	贰			[43800]	U+8D30		
08D33	贳			[44802]	U+8D33		
08D35	贵			[50802]	U+8D35		
08D36	贶			[66812]	U+8D36		
08D3F	贿			[74827]	U+8D3F		
08D42	赂			[77864]	U+8D42		
08D43	赃			[70814]	U+8D43		
08D47	赇			[73899]	U+8D47		
08D49	赉			[50802]	U+8D49		
08D4A	赊			[78891]	U+8D4A		
08D4C	赌			[74860]	U+8D4C		
08D4E	赎			[74884]	U+8D4E		
08D51	赑			[77882]	U+8D51		
08D52	赒			[77820]	U+8D52		
08D53	赓			[00282]	U+8D53		
08D56	赖			[57982]	U+8D56		
08D5F	赟			[03802]	U+8D5F		
08D62	赢			[00217]	U+8D62		
08D64	赤			[40231]	U+8D64		
08D66	赦			[48240]	U+8D66		
08D69	赩			[47217]	U+8D69		
08D6A	赪			[41282]	U+8D6A		
08D6B	赫			[44231]	U+8D6B		
08D6C	赬			[41286]	U+8D6C		
08D6D	赭			[44260]	U+8D6D		
08D6F	赯			[40265]	U+8D6F		
08D73	赳			[42800]	U+8D73		
08D75	赵			[44800]	U+8D75		
08D76	赶			[41804]	U+8D76		
08D77	起			[47801]	U+8D77		
08D8A	越			[43805]	U+8D8A		
08D95	趕			[46804]	U+8D95		
08D97	趗			[46808]	U+8D97		
08D99	趙			[49802]	U+8D99		
08DAF	趯			[47801]	U+8DAF		
08DB3	足			[60801]	U+8DB3		
08DBC	趼			[61140]	U+8DBC		
08DBE	趾			[61110]	U+8DBE		
08DC3	跃			[62184]	U+8DC3		
08DC7	跇			[64117]	U+8DC7		
08DCC	跌			[65180]	U+8DCC		
08DD1	跑			[67112]	U+8DD1		
08DD4	跔			[67120]	U+8DD4		
08DD6	跖			[61162]	U+8DD6		
08DDD	距			[61117]	U+8DDD		
08DE3	跣			[64112]	U+8DE3		
08DE4	跤			[60148]	U+8DE4		
08DE6	跦			[65190]	U+8DE6		
08DE9	跩			[65106]	U+8DE9		
08DEB	跫			[17801]	U+8DEB		
08DEF	路			[67164]	U+8DEF		
08DF1	跱			[64141]	U+8DF1		
08DF8	跸			[62141]	U+8DF8		
08DFC	跼			[67127]	U+8DFC		
08DFD	跽			[67131]	U+8DFD		
08E06	踆			[63147]	U+8E06		
08E09	踉			[63132]	U+8E09		
08E0A	踊			[67127]	U+8E0A		
08E1E	踞			[67164]	U+8E1E		
08E31	踱			[60147]	U+8E31		
08E34	踴			[67127]	U+8E34		
08E3D	踽			[62127]	U+8E3D		
08E40	蹀			[64194]	U+8E40		
08E47	蹇			[30801]	U+8E47		
08E49	蹉			[68112]	U+8E49		
08E55	蹕			[66154]	U+8E55		
08E5C	蹜			[63162]	U+8E5C		
08E60	蹠			[60137]	U+8E60		
08E61	蹡			[67142]	U+8E61		
08E72	蹲			[68146]	U+8E72		
08E76	蹶			[61182]	U+8E76		
08E77	蹷			[71281]	U+8E77		
08E87	躇			[64164]	U+8E87		
08E8D	躍			[67115]	U+8E8D		
08E8F	躏			[64127]	U+8E8F		
08E90	躐			[62112]	U+8E90		
08E94	躔			[60114]	U+8E94		
08E97	躗			[21801]	U+8E97		
08E99	躙			[67120]	U+8E99		
08E9B	躛			[21801]	U+8E9B		
08E9E	躞			[69147]	U+8E9E		
08EAA	躪			[64127]	U+8EAA		
08EAB	身			[27400]	U+8EAB		
08EAC	躬			[27227]	U+8EAC		
08EB0	躰			[25230]	U+8EB0		
08EB3-J	躳		⿰身呂	[26262]	U+8EB3	J	
08EB3-T	躳		⿰身吕	[26260]	U+8EB3	T	
08EC6	軆			[25218]	U+8EC6		
08ECA	車			[50006]	U+8ECA		
08ECC	軌			[54017]	U+8ECC		
08ED1	軑			[54080]	U+8ED1		
08ED2	軒			[51040]	U+8ED2		
08EF8	軸			[55060]	U+8EF8		
08EFC	軼			[55080]	U+8EFC		
08F03	較			[50048]	U+8F03		
08F05	輅			[57064]	U+8F05		
08F07	輇			[58014]	U+8F07		
08F08	輈			[57040]	U+8F08		
08F0A	輊			[51014]	U+8F0A		
08F1E	輞			[57020]	U+8F1E		
08F26	輦			[55506]	U+8F26		
08F45	轅			[54032]	U+8F45		
08F46	轆			[50012]	U+8F46		
08F56	轖			[54061]	U+8F56		
08F5E	轞			[58012]	U+8F5E		
08F66	车			[40500]	U+8F66		
08F68	轨			[44517]	U+8F68		
08F69	轩			[41540]	U+8F69		
08F6A	轪			[44580]	U+8F6A		
08F74	轴			[45560]	U+8F74		
08F76	轶			[45580]	U+8F76		
08F7E	轾			[41514]	U+8F7E		
08F80	辀			[47540]	U+8F80		
08F81	辁			[48514]	U+8F81		
08F82	辂			[47564]	U+8F82		
08F83	较			[40548]	U+8F83		
08F87	辇			[55504]	U+8F87		
08F8B	辋			[47520]	U+8F8B		
08F95	辕			[44532]	U+8F95		
08F98	辘			[40512]	U+8F98		
08F9C	辜			[40401]	U+8F9C		
08FA2	辢			[50941]	U+8FA2		
08FA3	辣			[05496]	U+8FA3		
08FB5	辵			[20801]	U+8FB5		
08FB9	边			[34302]	U+8FB9		
08FBA	辺			[37302]	U+8FBA		
08FBB	辻			[34300]	U+8FBB		
08FBC	込			[38300]	U+8FBC		
08FBE	达			[34308]	U+8FBE		
08FC1	迁			[32304]	U+8FC1		
08FC4	迄			[38301]	U+8FC4		
08FC8	迈			[31302]	U+8FC8		
08FD5	迕			[38304]	U+8FD5		
08FD6	迖			[33308]	U+8FD6		
08FD9	这			[30304]	U+8FD9		
08FDC	远			[31301]	U+8FDC		
08FDE	连			[34305]	U+8FDE		
08FEA	迪			[35306]	U+8FEA		
08FEB	迫			[36300]	U+8FEB		
08FED	迭			[35308]	U+8FED		
08FF0	述			[33309]	U+8FF0		
08FF4	迴			[36300]	U+8FF4		
08FF5	迵			[37302]	U+8FF5		
08FF7	迷			[39309]	U+8FF7		
09000	退			[37303]	U+9000		
09005	逅			[32306]	U+9005		
0900D	逍			[39302]	U+900D		
09011	逑			[33309]	U+9011		
09014	途			[38309]	U+9014		
09016	逖			[39308]	U+9016		
09019	這			[30306]	U+9019		
0901A	通			[37302]	U+901A		
0901B	逛			[31301]	U+901B		
0901E	逞			[36301]	U+901E		
09020	造			[34306]	U+9020		
09021	逡			[33304]	U+9021		
09023	連			[35300]	U+9023		
09025	逥			[36300]	U+9025		
09031	週			[37302]	U+9031		
09035	逵			[34301]	U+9035		
09042	遂			[38303]	U+9042		
09049	遉			[31308]	U+9049		
09051	遑			[36301]	U+9051		
09053	道			[38306]	U+9053		
09057	遗			[35308]	U+9057		
09060	遠			[34303]	U+9060		
09068	遨			[38304]	U+9068		
0906E	遮			[30303]	U+906E		
09075	遵			[38304]	U+9075		
0907A	遺			[35308]	U+907A		
09081	邁			[34302]	U+9081		
09083	邃			[33303]	U+9083		
09085	邅			[30301]	U+9085		
0908A	邊			[36302]	U+908A		
0908D	邍			[37309]	U+908D		
09091	邑			[60717]	U+9091		
09095	邕			[22717]	U+9095		
09097	邗			[17427]	U+9097		
09099	邙			[07727]	U+9099		
0909B	邛			[17127]	U+909B		
0909D	邝			[07227]	U+909D		
090A2	邢			[17427]	U+90A2		
090AE	邮			[57627]	U+90AE		
090B1	邱			[77127]	U+90B1		
090BA	邺			[37127]	U+90BA		
090BE	邾			[27927]	U+90BE		
090BF	邿			[47327]	U+90BF		
090C1	郁			[47227]	U+90C1		
090C3	郃			[87627]	U+90C3		
090C5	郅			[17127]	U+90C5		
090C8	郈			[77227]	U+90C8		
090C9	郉			[17427]	U+90C9		
090CA	郊			[07427]	U+90CA		
090CE	郎			[37727]	U+90CE		
090DA	郚			[17627]	U+90DA		
090DB	郛			[27427]	U+90DB		
090DD	郝			[47227]	U+90DD		
090E1	郡			[17627]	U+90E1		
090E2	郢			[67127]	U+90E2		
090E7	郧			[67827]	U+90E7		
090F2	郲			[47927]	U+90F2		
090F4	郴			[47927]	U+90F4		
090F5	郵			[27127]	U+90F5		
090FD	都			[47627]	U+90FD		
09116	鄖			[67827]	U+9116		
09118	鄘			[07227]	U+9118		
0911C	鄜			[07227]	U+911C		
09134	鄴			[37927]	U+9134		
0913A	鄺			[07227]	U+913A		
0914A	酊			[11620]	U+914A		
0914D	配			[17617]	U+914D		
0914E	酎			[14600]	U+914E		
09153	酓			[80604]	U+9153		
09157	酗			[12670]	U+9157		
09158	酘			[17647]	U+9158		
09164	酤			[14660]	U+9164		
09165	酥			[12694]	U+9165		
09167	酧			[13642]	U+9167		
09169	酩			[17662]	U+9169		
0916A	酪			[17664]	U+916A		
0916C	酬			[12600]	U+916C		
0916E	酮			[17620]	U+916E		
09171	酱			[37604]	U+9171		
09172	酲			[16614]	U+9172		
09174	酴			[18694]	U+9174		
09178	酸			[13647]	U+9178		
09190	醐			[17620]	U+9190		
09192	醒			[16615]	U+9192		
0919D	醝			[18612]	U+919D		
091A2	醢			[14612]	U+91A2		
091A4	醤			[37604]	U+91A4		
091AC	醬			[27604]	U+91AC		
091B4	醴			[15618]	U+91B4		
091B7	醷			[10636]	U+91B7		
091C2	釂			[12646]	U+91C2		
091C9	釉			[25960]	U+91C9		
091CC	里			[60105]	U+91CC		
091CE	野			[67122]	U+91CE		
091CF	量			[60105]	U+91CF		
091D0	釐			[58215]	U+91D0		
091D1	金			[80109]	U+91D1		
091D8	釘			[81120]	U+91D8		
091DD	針			[84100]	U+91DD		
091E6	釦			[86100]	U+91E6		
091E7	釧			[82100]	U+91E7		
091EC	釬			[81140]	U+91EC		
091ED	釭			[81112]	U+91ED		
09203	鈃			[81140]	U+9203		
09204	鈄			[84100]	U+9204		
09205	鈅			[87120]	U+9205		
09209	鈉			[84127]	U+9209		
0920E	鈎			[87120]	U+920E		
09210	鈐			[88127]	U+9210		
09214	鈔			[89120]	U+9214		
09237	鈷			[84160]	U+9237		
0923F	鈿			[86100]	U+923F		
09244	鉄			[85180]	U+9244		
09245	鉅			[81117]	U+9245		
09249	鉉			[80132]	U+9249		
0924B	鉋			[87112]	U+924B		
0925E	鉞			[83150]	U+925E		
09262	鉢			[85130]	U+9262		
09264	鉤			[87120]	U+9264		
09265	鉥			[83194]	U+9265		
09266	鉦			[81111]	U+9266		
0926E	鉮			[85106]	U+926E		
09271	鉱			[80132]	U+9271		
09274	鉴			[28109]	U+9274		
09276	鉶			[82100]	U+9276		
09278	鉸			[80148]	U+9278		
0927B	鉻			[87164]	U+927B		
0927F	鉿			[88161]	U+927F		
09283	銃			[80112]	U+9283		
09285	銅			[87120]	U+9285		
0928D	銍			[81114]	U+928D		
0928E	銎			[17109]	U+928E		
09291	銑			[84112]	U+9291		
09292	銒			[81140]	U+9292		
09293	銓			[88114]	U+9293		
09296	銖			[85190]	U+9296		
09297	銗			[82161]	U+9297		
09298	銘			[87162]	U+9298		
0929B	銛			[82164]	U+929B		
0929C	銜			[21221]	U+929C		
092B6	銶			[83199]	U+92B6		
092B7	銷			[89127]	U+92B7		
092C1-J	鋁		⿰金呂	[86162]	U+92C1	J	
092C1-T	鋁		⿰金吕	[86160]	U+92C1	T	
092C3	鋃			[83132]	U+92C3		
092D9	鋙			[81161]	U+92D9		
092E5	鋥			[86114]	U+92E5		
092E9	鋩			[84110]	U+92E9		
092F0	鋰			[86115]	U+92F0		
092F8	鋸			[87164]	U+92F8		
092FC	鋼			[87120]	U+92FC		
09306	錆			[85127]	U+9306		
09315	錕			[86112]	U+9315		
0931A-J	錚		⿰金爭	[82157]	U+931A	J	
0931A-T	錚		⿰金争	[87157]	U+931A	T	
09320	錠			[83181]	U+9320		
09326	錦			[86127]	U+9326		
0932E	錮			[86100]	U+932E		
0934D	鍍			[80147]	U+934D		
09371	鍱			[84194]	U+9371		
09396	鎖			[89186]	U+9396		
093A1	鎡			[88132]	U+93A1		
093C8	鏈			[85130]	U+93C8		
093CA	鏊			[48109, 58109]	U+93CA		
093D6	鏖			[00219]	U+93D6		
093D7	鏗			[87114]	U+93D7		
093D8	鏘			[87142]	U+93D8		
093DE	鏞			[80127]	U+93DE		
093F5	鏵			[84154]	U+93F5		
093F9-J	鏹		⿰金強	[83136]	U+93F9	J	
093F9-T	鏹		⿰金强	[86136]	U+93F9	T	
09404	鐄			[84186]	U+9404		
0940F	鐏			[88146]	U+940F		
09451	鑑			[88112]	U+9451		
09452	鑒			[78109]	U+9452		
0945B	鑛			[80186]	U+945B		
0945E	鑞			[82112]	U+945E		
09470	鑰			[88127]	U+9470		
09488	针			[84700]	U+9488		
09489	钉			[81720]	U+9489		
0948F	钏			[82700]	U+948F		
09498	钘			[81740]	U+9498		
0949C	钜			[81717]	U+949C		
0949E	钞			[89720]	U+949E		
094A0	钠			[84727]	U+94A0		
094A2	钢			[87720]	U+94A2		
094A4	钤			[88727]	U+94A4		
094A5	钥			[87720]	U+94A5		
094A6	钦			[87782]	U+94A6		
094A9	钩			[87720]	U+94A9		
094AD	钭			[84700]	U+94AD		
094B2	钲			[81711]	U+94B2		
094B4	钴			[84760]	U+94B4		
094B5	钵			[85730]	U+94B5		
094BA	钺			[83750]	U+94BA		
094BF	钿			[86700]	U+94BF		
094C9	铉			[80732]	U+94C9		
094CF	铏			[82700]	U+94CF		
094DA	铚			[81714]	U+94DA		
094DC	铜			[87720]	U+94DC		
094DD	铝			[86760]	U+94DD		
094E2	铢			[85790]	U+94E2		
094E3	铣			[84712]	U+94E3		
094E7	铧			[84741]	U+94E7		
094E8	铨			[88714]	U+94E8		
094EA	铪			[88761]	U+94EA		
094EC	铬			[87764]	U+94EC		
094ED	铭			[87762]	U+94ED		
094EE	铮			[87757]	U+94EE		
094F0	铰			[80748]	U+94F0		
094F3	铳			[80712]	U+94F3		
094FB	铻			[81761]	U+94FB		
094FE	链			[84735]	U+94FE		
094FF	铿			[87714]	U+94FF		
09500	销			[89727]	U+9500		
09501	锁			[89782]	U+9501		
09502	锂			[86715]	U+9502		
09503	锃			[86714]	U+9503		
09512	锒			[83732]	U+9512		
09516	锖			[85727]	U+9516		
0951F	锟			[86712]	U+951F		
09522	锢			[86700]	U+9522		
09526	锦			[86727]	U+9526		
0952D	锭			[83781]	U+952D		
0952F	锯			[87764]	U+952F		
09535	锵			[87742]	U+9535		
09540	镀			[80747]	U+9540		
09543	镃			[88732]	U+9543		
0955B	镛			[80727]	U+955B		
0956A	镪			[86736]	U+956A		
09574	镴			[82712]	U+9574		
09577	長			[71732]	U+9577		
0957F	长			[42730]	U+957F		
09580	門			[77001]	U+9580		
09586	閆			[77101]	U+9586		
09588	閈			[77401]	U+9588		
09589	閉			[77241]	U+9589		
0958B	開			[77441]	U+958B		
0958F	閏			[77104]	U+958F		
09591	閑			[77904]	U+9591		
09592	閒			[77227]	U+9592		
09593	間			[77601]	U+9593		
09594	閔			[77400]	U+9594		
095A0	閠			[77103]	U+95A0		
095A2	関			[77804]	U+95A2		
095A3	閣			[77604]	U+95A3		
095A4	閤			[77601]	U+95A4		
095A7	閧			[77801]	U+95A7		
095A9	閩			[77136]	U+95A9		
095AB	閫			[77601]	U+95AB		
095AC	閬			[77732]	U+95AC		
095AD-J	閭		⿵門呂	[77602]	U+95AD	J	
095AD-T	閭		⿵門吕	[77606]	U+95AD	T	
095B5	閵			[77215]	U+95B5		
095C7	闇			[77601]	U+95C7		
095CD	闍			[77604]	U+95CD		
095D5	闕			[77482]	U+95D5		
095D8	闘			[77141]	U+95D8		
095DA	闚			[77812]	U+95DA		
095DC	關			[77772]	U+95DC		
095E0	闠			[77806]	U+95E0		
095E8	门			[37001]	U+95E8		
095EB	闫			[37101]	U+95EB		
095ED	闭			[37241]	U+95ED		
095EE	问			[37601]	U+95EE		
095F0	闰			[37104]	U+95F0		
095F2	闲			[37904]	U+95F2		
095F4	间			[37601]	U+95F4		
095F5	闵			[37400]	U+95F5		
095F7	闷			[37331]	U+95F7		
