grien	dziwdu	dziwdu_qhanshiev	syenjyovdziw	krenqhruadziw	nitpun_diavjyovdziw	jiwtheidziw	thovjyov_kyebyam_zioxau	ziwvyan_jiepmra	qhanziwqhwi_bushyu	qhandziwqhwi_bushyuvuai	thongqitmra
06413	搓					[]	[2534]	1693.2	手	10	U+6413
0642A	搪					[]	[5358]	1706.2	手	10	U+642A
0642D	搭					[]	[2511]	1707.2	手	9	U+642D
06434	搴					[㩃, 攓, 攐]	[5814]	1706.1	手	10	U+6434
0645C	摜			掼		[]	[4744]	1721.3	null	null	U+645C
0646B	摫					[]	[]	1717.1	null	null	U+646B
0646D	摭					[]	[5638]	1714.1	手	11	U+646D
0647C	摼					[]	[]	1719.1	null	null	U+647C
06485	撅					[]	[5862]	1725.1	null	null	U+6485
06488	撈			捞		[]	[1781]	1722.3	手	12	U+6488
0648A	撊					[𢵧]	[]	1727.1	null	null	U+648A
06499	撙					[]	[5866]	1722.3	手	12	U+6499
0649D	撝			㧑		[]	[6567]	1727.2	手	12	U+649D
064A6	撦		扯			[]	[624]	1719.2	null	null	U+64A6
064BF	撿			捡		[]	[1804]	1736.2	手	13	U+64BF
064C0	擀					[]	[6039]	1733.1	手	3	U+64C0
064C1	擁			拥		[]	[974]	1732.1	水	13	U+64C1
064C5	擅					[]	[3318]	1731.2	手	13	U+64C5
064CE	擎					[]	[3324]	1733.1	手	12	U+64CE
064D2	擒					[]	[3200]	1727.1	手	13	U+64D2
064E1	擡					[]	[]	1739.1	手	14	U+64E1
064E2	擢					[]	[6204]	1740.2	手	14	U+64E2
064F4	擴			扩	拡	[]	[364]	1740.3	手	5	U+64F4
064F7	擷			撷		[]	[5861]	1741.3	手	15	U+64F7
064FE	擾			扰		[]	[618]	1742.3	手	15	U+64FE
06524	攤			摊		[]	[2844]	1747.2	手	19	U+6524
0652A	攪			搅		[撹]	[2536]	1749.1	手	20	U+652A
0652C	攬			揽		[擥]	[2518]	1749.2	手	21	U+652C
06536	收				収	[]	[573]	1752.1	又	2	U+6536
0653B	攻					[]	[630]	1754.2	攴	3	U+653B
0653F	政					[]	[1376]	1760.1	攴	5	U+653F
06542	敂		叩			[]	[254]	null	null	null	U+6542
06545	故					[]	[1418]	1761.1	攴	5	U+6545
06548	效				効	[]	[2034]	1763.2	力	6	U+6548
06549	敉					[]	[7048]	1764.2	null	null	U+6549
06551	救					[]	[2232]	1765.1	攴	7	U+6551
06554	敔					[]	[7143]	1768.2	攴	7	U+6554
06555	敕				勅	[勑]	[4783]	1767.3	力	7	U+6555
06556	敖					[]	[4411]	1765.3	攴	7	U+6556
06557	敗			败		[]	[1113]	1768.2	攴	7	U+6557
06563	散					[]	[2546]	1772.1	攴	8	U+6563
0656C	敬					[]	[2553]	1775.1	攴	8	U+656C
06574	整					[]	[3333]	1779.2	攴	12	U+6574
06582	斂			敛		[]	[2350]	1780.2	攴	13	U+6582
06586	斆			敩		[斅]	[7441]	1781.2	子	5	U+6586
06587	文					[]	[161]	1781.1	文	0	U+6587
0658C	斌					[]	[2730]	1795.1	彡	8	U+658C
06591	斑					[]	[2505]	1794.1	文	8	U+6591
06597	斗					[]	[166]	1795.1	斗	0	U+6597
06599	料					[]	[2054]	1797.3	斗	6	U+6599
0659C	斜					[]	[2347]	1798.2	斗	7	U+659C
065A8	斨					[]	[]	1801.3	斤	4	U+65A8
065AB	斫					[]	[4168]	1801.3	斤	5	U+65AB
065B2	斲		斫			[]	[4168]	1808.2	斤	10	U+65B2
065C3	旃					[]	[4628]	1826.3	方	6	U+65C3
065C5	旅					[]	[2046]	1827.1	方	6	U+65C5
065CC	旌					[]	[4942]	1828.2	方	7	U+65CC
065D3	旓					[]	[]	1832.3	null	null	U+65D3
065E5	日					[]	[112]	1836.1	日	0	U+65E5
065E6	旦					[]	[235]	1843.2	日	1	U+65E6
065E9	早					[]	[419]	1844.2	日	2	U+65E9
065ED	旭					[]	[502]	1846.1	日	2	U+65ED
065F0	旰					[]	[3697]	1847.1	日	3	U+65F0
065F1	旱					[]	[714]	1847.2	日	3	U+65F1
065FA	旺					[]	[1076]	1848.3	日	4	U+65FA
065FB	旻					[]	[3905]	1848.2	日	4	U+65FB
065FC	旼					[]	[]	1848.2	日	4	U+65FC
06603	昃					[𣅔]	[3900]	1849.3	日	4	U+6603
06606	昆					[]	[1080]	1850.1	日	4	U+6606
06607	昇		升			[]	[125, 6674]	1853.3	日	4	U+6607
06608	昈					[]	[6677]	1848.3	日	4	U+6608
0660A	昊					[]	[3897]	1849.1	日	4	U+660A
06612	昒					[曶]	[6676]	1864.2	日	4	U+6612
0661C	昜					[]	[]	1874.2	日	5	U+661C
0661F	星					[]	[1488]	1874.3	日	5	U+661F
0662B	昫					[]	[6829]	1879.1	日	5	U+662B
06631	昱					[]	[4200]	1867.2	日	5	U+6631
06633	昳					[]	[6825]	1878.3	日	5	U+6633
06642	時			时		[]	[717]	1883.2	日	6	U+6642
06643	晃					[晄]	[1893]	1890.2	日	6	U+6643
06648	晈					[]	[]	1883.1	白	6	U+6648
0665B	晛			𬀪		[]	[6672]	1892.2	日	7	U+665B
0665C	晜					[]	[]	1891.1	null	null	U+665C
0665D	晝			昼	昼	[]	[1723]	1895.1	日	5	U+665D
0665F	晟					[]	[4495]	1888.1	日	6	U+665F
06664	晤					[]	[4813]	1891.2	日	7	U+6664
0666E	普					[]	[2741]	1898.2	日	8	U+666E
0666F	景					[]	[2626]	1895.3	日	8	U+666F
06674	晴					[]	[2611]	1899.2	日	8	U+6674
06676	晶					[]	[2620]	1900.3	日	8	U+6676
06677	晷					[]	[5133]	1902.3	日	8	U+6677
06691	暑					[]	[2613]	1899.3	日	8	U+6691
06697	暗					[]	[2909]	1903.2	日	9	U+6697
06698	暘			旸		[]	[3704]	1905.2	日	9	U+6698
066A2	暢			畅		[]	[1086]	1907.3	日	10	U+66A2
066A4	暤					[暭, 曍]	[]	1908.2	白	10	U+66A4
066B5	暵					[]	[7767]	1910.1	日	11	U+66B5
066B9	暹					[]	[5909]	4063.2	辵	12	U+66B9
066C4	曄			晔		[曅]	[6989]	1908.3	日	11	U+66C4
066C6	曆			历	暦	[]	[95]	1913.3	日	10	U+66C6
066C7	曇			昙		[]	[3898]	1912.2	日	12	U+66C7
066D9	曙					[]	[3407]	1915.1	日	13	U+66D9
066DC	曜					[]	[6331]	1916.2	日	14	U+66DC
066E0	曠			旷		[]	[727]	1916.2	日	15	U+66E0
066E6	曦					[]	[6428]	1918.2	日	16	U+66E6
066F0	曰					[]	[111]	1919.1	曰	0	U+66F0
066F2	曲					[]	[424]	1919.1	曰	2	U+66F2
066F3	曳					[]	[3592]	1923.3	曰	2	U+66F3
066F8	書			书		[]	[188]	1926.3	曰	6	U+66F8
066FF	替					[]	[2506]	1938.1	曰	8	U+66FF
06708	月					[]	[150]	1942.1	月	0	U+6708
06709	有					[]	[390]	1947.2	月	2	U+6709
06710	朐					[胊]	[4287]	3373.2	肉	5	U+6710
06712	朒					[]	[]	1957.3	月	6	U+6712
06715	朕					[]	[4595]	1955.3	月	6	U+6715
06717	朗					[朖]	[2109]	1957.1	月	0	U+6717
06718	朘					[脧]	[]	3385.1	肉	7	U+6718
0671B	望					[]	[2394]	1957.3	月	7	U+671B
06722	朢		望			[]	[2394]	null	null	null	U+6722
06728	木					[]	[87]	1969.1	木	0	U+6728
0672C	本					[]	[210]	1981.1	木	1	U+672C
0672D	札					[]	[3532]	1984.3	木	1	U+672D
0672F	术					[朮]	[211]	1976.3	木	1	U+672F
06731	朱					[]	[445]	1986.3	木	2	U+6731
06738	朸					[]	[6528]	1994.3	木	2	U+6738
06743	权					[]	[378]	null	null	null	U+6743
06744	杄					[]	[6580]	null	null	null	U+6744
06746	杆					[]	[678]	1995.1	木	3	U+6746
06749	杉					[]	[685]	2006.2	木	3	U+6749
0674E	李					[]	[688]	2007.3	木	3	U+674E
0674F	杏					[]	[684]	2003.1	木	3	U+674F
06751	村					[]	[682]	1995.2	木	3	U+6751
06755	杕					[]	[6578]	2001.2	木	3	U+6755
06756	杖					[]	[683]	2001.2	木	3	U+6756
06757	杗					[]	[]	1994.3	null	null	U+6757
0675C	杜					[]	[680]	1996.2	木	3	U+675C
0675E	杞					[]	[3680]	2007.1	糸	3	U+675E
06760	杠					[]	[679]	1996.2	木	3	U+6760
06762	杢					[]	[]	null	木	3	U+6762
0676A	杪					[]	[3876]	2024.1	木	4	U+676A
06774	杴					[]	[]	2043.1	木	4	U+6774
06775	杵					[]	[3879]	2040.2	木	4	U+6775
0677C	杼					[]	[3885]	2043.2	木	4	U+677C
06781	极					[]	[687]	2043.2	木	4	U+6781
06785	枅					[]	[6663]	2019.2	木	6	U+6785
06789	枉					[]	[1017]	2018.2	木	4	U+6789
0678D	枍					[]	[6666]	2038.1	null	null	U+678D
06793	枓					[]	[]	2016.3	木	4	U+6793
06797	林					[]	[1018]	2019.2	木	4	U+6797
06798	枘					[]	[6665]	2037.3	木	4	U+6798
067A1	枡					[]	[]	null	木	4	U+67A1
067AF	枯					[]	[1427]	2047.1	木	5	U+67AF
067B5	枵					[]	[4148]	2051.1	木	5	U+67B5
067B8	枸					[]	[4156]	2054.2	木	5	U+67B8
067BB	枻					[]	[]	2047.1	木	5	U+67BB
067BC	枼					[]	[]	2047.1	null	null	U+67BC
067C8	柈					[]	[4157]	2046.1	木	10	U+67C8
067CA	柊					[]	[6800]	2054.2	木	5	U+67CA
067CF	柏					[栢]	[1432]	2053.1	木	5	U+67CF
067D2	柒					[]	[1666]	2044.1	水	11	U+67D2
067D8	柘					[]	[4142]	2049.1	木	5	U+67D8
067DA	柚					[]	[4149]	2051.1	木	5	U+67DA
067DC	柜					[]	[1022]	2023.2	null	null	U+67DC
067E9	柩					[]	[4144]	2050.1	木	5	U+67E9
067FE	柾					[]	[]	null	木	5	U+67FE
06803	栃					[]	[]	null	木	5	U+6803
06813	栓					[]	[1843]	2072.1	木	6	U+6813
06817	栗					[]	[1855]	2067.1	木	6	U+6817
0681A	栚					[㮳]	[]	2062.3	null	null	U+681A
0681D	栝					[]	[4456]	2075.3	木	6	U+681D
0681E	栞		刊			[]	[191]	2063.1	木	6	U+681E
06821	校					[挍]	[1847]	2060.3	木	6	U+6821
0682A	株					[]	[1840]	2075.1	木	6	U+682A
0682B	栫					[]	[]	2068.2	木	6	U+682B
06831	栱					[]	[]	2066.1	木	6	U+6831
06834	栴					[㮵]	[6962]	2075.3	木	6	U+6834
0683C	格					[]	[1845]	2079.1	木	6	U+683C
06841	桁					[]	[4458]	2078.1	木	6	U+6841
06844	桄					[]	[6960]	2068.3	木	6	U+6844
06846	框					[]	[1833]	2063.1	木	6	U+6846
0684E	桎					[]	[4452]	2068.2	木	6	U+684E
06850	桐					[]	[1839]	2070.2	木	6	U+6850
06854	桔					[]	[1836]	2065.2	木	6	U+6854
0685D	桝					[]	[]	null	木	4	U+685D
06876	桶					[]	[2230]	2099.3	木	7	U+6876
06879	桹					[]	[7142]	2090.3	null	null	U+6879
0687E	桾					[]	[]	2100.2	木	7	U+687E
0687F	桿		杆			[]	[678]	2094.2	木	3	U+687F
06881	梁					[]	[2436]	2086.1	木	7	U+6881
06882	梂					[]	[]	2091.1	木	7	U+6882
0689F	梟			枭		[]	[3991]	2098.2	木	7	U+689F
068A0	梠					[]	[6961]	2095.1	木	7	U+68A0
068A2	梢					[]	[2225]	2093.3	木	7	U+68A2
068A7	梧					[]	[2224]	2093.1	木	7	U+68A7
068AC	梬					[]	[0]	2094.3	null	null	U+68AC
068AD	梭					[]	[2231]	2100.1	木	7	U+68AD
068B0	械					[]	[2219]	2090.3	木	7	U+68B0
068B1	梱					[]	[]	2094.3	木	7	U+68B1
068C4	棄		弃			[]	[842]	2101.2	木	9	U+68C4
068CD	棍					[]	[2572]	2115.2	木	8	U+68CD
068D6	棖			枨		[]	[3880]	2103.3	木	8	U+68D6
068D7	棗			枣		[]	[1040]	2117.2	木	8	U+68D7
068D8	棘					[]	[2584]	2115.2	木	8	U+68D8
068EE	森					[]	[2567]	2106.3	木	8	U+68EE
068FD	棽					[]	[7322]	2107.3	null	null	U+68FD
06906	椆					[]	[7328]	2120.3	木	14	U+6906
06907	椇					[]	[]	2115.1	木	8	U+6907
0690B	椋					[]	[5101]	2101.1	木	8	U+690B
0690D	植					[]	[2566]	2106.1	木	8	U+690D
06910	椐					[]	[5105]	2121.3	null	null	U+6910
0691B	椛					[]	[]	null	木	7	U+691B
0694A	楊			杨		[]	[689]	2129.3	木	9	U+694A
0695B	楛					[]	[]	2123.2	木	8	U+695B
06960	楠					[]	[5393]	2124.1	木	9	U+6960
06968	楨			桢		[]	[4453]	2128.2	木	9	U+6968
0696D	業			业		[]	[231]	2128.3	木	9	U+696D
0696E	楮					[]	[5094]	2104.2	木	9	U+696E
06978	楸					[]	[5397]	2137.1	木	9	U+6978
06979	楹					[]	[5407]	2139.1	木	9	U+6979
0698A	榊					[]	[0]	0	木	10	U+698A
06994	榔					[]	[2578]	2122.2	木	10	U+6994
06998	榘		矩			[]	[1540]	2137.1	矢	5	U+6998
069A9	榩					[]	[0]	2146.2	null	null	U+69A9
069AD	榭					[]	[5664]	2147.3	木	10	U+69AD
069BA	榺					[]	[]	null	木	10	U+69BA
069CE	槎					[]	[5403]	2122.1	木	10	U+69CE
069D3	槓		杠			[]	[679]	2145.2	木	10	U+69D3
069D4	槔					[槹, 橰]	[]	2147.3	木	11	U+69D4
069E4	槤			梿		[]	[4771]	2145.3	null	null	U+69E4
069F3	槳			桨		[㯍]	[2017]	2164.2	木	11	U+69F3
069FA	槺					[]	[]	2150.2	null	null	U+69FA
069FB	槻					[]	[]	2151.3	木	11	U+69FB
06A0B	樋					[]	[]	null	木	11	U+6A0B
06A10	樐		櫓	橹		[]	[6061]	2156.2	null	null	U+6A10
06A11	樑		梁			[]	[2436]	2150.1	木	11	U+6A11
06A2A	横					[橫]	[3213]	2167.1	木	11	U+6A2A
06A2B	樫					[]	[]	2154.2	木	11	U+6A2B
06A32	樲					[]	[]	2165.3	木	12	U+6A32
06A3A	樺			桦		[]	[1842]	2151.3	木	10	U+6A3A
06A3D	樽					[]	[6062]	2165.1	木	12	U+6A3D
06A3E	樾					[]	[6056]	2166.1	木	12	U+6A3E
06A50	橐					[]	[6066]	2170.1	木	12	U+6A50
06A5B	橛					[橜]	[6057]	2171.1	木	12	U+6A5B
06A65	橥					[櫫]	[]	2184.3	null	null	U+6A65
06A7F	橿					[]	[]	2179.2	木	13	U+6A7F
06A80	檀					[]	[3396]	2177.2	木	13	U+6A80
06A8D	檍					[]	[]	2177.2	木	13	U+6A8D
06A8E	檎					[]	[6060]	2172.2	木	13	U+6A8E
06AA0	檠					[㯳]	[6051]	2179.1	木	12	U+6AA0
06AA2	檢			检	検	[]	[2227]	2180.1	木	8	U+6AA2
06AA3	檣			樯		[]	[5884]	2179.2	木	13	U+6AA3
06AAF	檯			台		[]	[342]	2182.3	null	null	U+6AAF
06ABB	檻			槛		[]	[3079]	2183.1	木	14	U+6ABB
06AC2	櫂		棹			[]	[5097]	2184.1	木	14	U+6AC2
06AC3	櫃			柜		[]	[1022]	2182.3	木	14	U+6AC3
06AD3	櫓			橹		[]	[6061]	2185.3	木	15	U+6AD3
06AD4	櫔					[]	[]	2184.3	木	14	U+6AD4
06ADA	櫚			榈		[]	[5402]	2184.3	木	15	U+6ADA
06ADC	櫜					[]	[]	2184.3	木	15	U+6ADC
06ADD	櫝			椟		[]	[5096]	2184.2	木	15	U+6ADD
06AE7	櫧			槠		[]	[5669]	2184.2	木	16	U+6AE7
06AEA	櫪			枥		[]	[3874]	2186.2	木	16	U+6AEA
06B16	欖			榄		[]	[2866]	2191.3	木	21	U+6B16
06B20	欠					[]	[153]	2192.1	欠	0	U+6B20
06B2E	欮					[]	[]	null	null	null	U+6B2E
06B31	欱					[]	[]	2194.2	null	null	U+6B31
06B3D	欽			钦		[]	[1532]	2197.3	欠	8	U+6B3D
06B3E	款					[欵]	[2508]	2195.3	欠	8	U+6B3E
06B46	歆					[]	[5549]	2198.3	欠	9	U+6B46
06B59	歙					[]	[6135]	2203.3	欠	12	U+6B59
06B5B	歛		斂	敛		[]	[2350]	2204.2	欠	13	U+6B5B
06B62	止					[]	[109]	2205.1	止	0	U+6B62
06B63	正					[]	[198]	2206.3	止	1	U+6B63
06B6B	歫					[]	[]	2223.1	null	null	U+6B6B
06B72	歲			岁	歳	[嵗]	[436]	2223.2	止	9	U+6B72
06B77	歷			历	歴	[]	[95]	2225.3	止	10	U+6B77
06B7E	歾					[]	[]	2233.1	歹	4	U+6B7E
06B81	殁					[歿]	[3891]	2233.1	歹	4	U+6B81
06B8A	殊					[]	[1872]	2233.3	歹	6	U+6B8A
06B96	殖					[]	[2594]	2236.1	歹	8	U+6B96
06B9E	殞			殒		[]	[4802]	2238.1	歹	10	U+6B9E
06BA4	殤			殇		[]	[4175]	2238.3	歹	11	U+6BA4
06BAD	殭		僵			[]	[3269]	2239.1	歹	13	U+6BAD
06BAE	殮			殓		[]	[4803]	2239.2	歹	13	U+6BAE
06BB3	殳					[]	[6505]	2239.1	殳	0	U+6BB3
06BB8	殸					[]	[0]	0	null	null	U+6BB8
06BCC	毌					[]	[6507]	2247.2	毋	0	U+6BCC
06BE6	毦					[]	[]	2255.3	毛	6	U+6BE6
06BEC	毬		球			[]	[2155]	2256.3	毛	7	U+6BEC
06C02	氂		牦			[]	[3947]	2258.1	毛	11	U+6C02
06C04	氄					[]	[]	2259.1	null	null	U+6C04
06C08	氈			毡		[氊]	[1541]	2259.1	毛	13	U+6C08
06C13	氓					[]	[1226]	2262.3	氏	4	U+6C13
06C14	气					[]	[122]	2262.1	气	0	U+6C14
06C23	氣			气	気	[]	[122]	2263.1	气	2	U+6C23
06C34	水					[]	[117]	2266.1	水	0	U+6C34
06C38	永					[]	[324]	2276.3	水	1	U+6C38
06C3F	氿					[]	[6515]	2282.2	水	2	U+6C3F
06C40	汀					[]	[3553]	2282.1	水	2	U+6C40
06C41	汁					[]	[308]	2281.3	水	2	U+6C41
06C42	求					[]	[690]	2280.3	水	2	U+6C42
06C50	汐					[]	[3625]	2290.3	水	3	U+6C50
06C54	汔					[汽]	[3624]	2290.1	水	3	U+6C54
06C55	汕					[]	[3623]	2290.1	水	3	U+6C55
06C57	汗					[]	[536]	2283.2	水	3	U+6C57
06C5D	汝					[]	[541]	2292.1	水	3	U+6C5D
06C5E	汞					[]	[628]	2289.3	水	3	U+6C5E
06C5F	江					[]	[538]	2285.1	水	3	U+6C5F
06C67	汧					[]	[6610]	2299.3	水	6	U+6C67
06C68	汨					[]	[3774]	2305.2	水	4	U+6C68
06C69	汩					[]	[3773]	2305.3	水	4	U+6C69
06C6A	汪					[]	[855]	2298.2	水	4	U+6C6A
06C6D	汭					[]	[6617]	2307.2	水	4	U+6C6D
06C70	汰					[汏]	[858]	2301.3	水	4	U+6C70
06C72	汲					[]	[3626]	2310.2	水	4	U+6C72
06C76	汶					[]	[3779]	2293.1	水	4	U+6C76
06C79	汹					[]	[864]	2308.2	null	null	U+6C79
06C7D	汽					[汔]	[861]	2309.1	水	4	U+6C7D
06C84	沄					[]	[6614]	2300.2	水	4	U+6C84
06C8F	沏					[]	[3771]	2302.2	null	null	U+6C8F
06C90	沐					[]	[856]	2300.2	水	4	U+6C90
06C94	沔					[]	[3768]	2301.2	水	4	U+6C94
06C95	沕					[]	[]	2310.2	水	4	U+6C95
06C9A	沚					[]	[3772]	2302.2	手	4	U+6C9A
06CA1	没					[沒]	[867]	2311.1	水	4	U+6CA1
06CAD	沭					[]	[4010]	2327.2	水	5	U+6CAD
06CB9	油					[]	[1248]	2335.1	水	5	U+6CB9
06CBA	沺					[]	[6720]	2336.3	水	5	U+6CBA
06CBD	沽					[]	[1243]	2326.3	水	5	U+6CBD
06CC4	泄					[]	[1242]	2326.2	水	5	U+6CC4
06CCA	泊					[]	[1249]	2338.3	水	5	U+6CCA
06CD0	泐					[]	[3782]	2349.3	水	5	U+6CD0
06CD3	泓					[]	[4023]	2347.1	水	5	U+6CD3
06CD7	泗					[]	[4015]	2337.2	水	5	U+6CD7
06CE1	泡					[]	[1251]	2341.1	水	5	U+6CE1
06CE3	泣					[]	[1253]	2314.2	水	5	U+6CE3
06CEB	泫					[]	[4019]	2316.2	水	5	U+6CEB
06CEE	泮					[]	[4020]	2316.2	水	5	U+6CEE
06CF0	泰					[]	[1771]	2317.1	水	5	U+6CF0
06CF3	泳					[]	[1257]	2317.1	水	5	U+6CF3
06D01	洁					[]	[1663]	null	null	null	U+6D01
06D04	洄					[𭰁]	[4337]	2358.3	水	6	U+6D04
06D0A	洊					[]	[]	2355.2	水	6	U+6D0A
06D0C	洌					[]	[4334]	2355.2	水	6	U+6D0C
06D11	洑					[]	[6889]	2363.2	水	6	U+6D11
06D17	洗					[]	[1671]	2360.1	水	6	U+6D17
06D19	洙					[]	[4338]	2360.1	水	6	U+6D19
06D1B	洛					[]	[1676]	2364.1	水	6	U+6D1B
06D1E	洞					[]	[1669]	2356.2	水	6	U+6D1E
06D27	洧					[]	[4333]	2355.1	水	6	U+6D27
06D28	洨					[]	[6894]	2350.1	null	null	U+6D28
06D29	洩		泄			[]	[1242]	2356.1	水	6	U+6D29
06D2A	洪					[]	[1664]	2351.1	水	6	U+6D2A
06D2D	洭					[]	[6880]	2350.3	null	null	U+6D2D
06D31	洱					[]	[4331]	2351.1	水	6	U+6D31
06D32	洲					[]	[1680]	2350.1	水	6	U+6D32
06D33	洳					[]	[4348]	2367.3	水	6	U+6D33
06D36	洶		汹			[]	[864]	2366.2	水	6	U+6D36
06D38	洸					[]	[6888]	2355.3	水	6	U+6D38
06D3D	洽					[]	[1674]	2359.1	水	6	U+6D3D
06D44	浄		净			[淨]	[1221]	2428.2	水	6	U+6D44
06D5A	浚					[]	[4658]	2396.3	水	7	U+6D5A
06D5E	浞					[]	[4651]	2381.3	水	7	U+6D5E
06D65	浥					[]	[4653]	2382.2	水	7	U+6D65
06D6A	浪					[]	[2084]	2374.3	水	7	U+6D6A
06D6C	浬					[]	[7057]	null	水	7	U+6D6C
06D6E	浮					[]	[2077]	2382.3	水	7	U+6D6E
06D6F	浯					[]	[4645]	2377.2	null	null	U+6D6F
06D70	浰					[]	[7061]	2389.1	水	7	U+6D70
06D7F	浿			𬇙		[]	[6616]	2381.2	null	null	U+6D7F
06D82	涂					[]	[2075]	2387.1	水	7	U+6D82
06D83	涃					[]	[]	null	null	null	U+6D83
06D85	涅					[湼]	[4649]	2381.1	水	7	U+6D85
06D88	消					[]	[2071]	2378.2	水	7	U+6D88
06D89	涉				渉	[]	[2070]	2380.2	水	8	U+6D89
06D8C	涌					[]	[2089]	2396.2	水	7	U+6D8C
06D94	涔					[]	[4654]	2382.2	水	7	U+6D94
06D96	涖		莅			[]	[4435]	2395.3	null	null	U+6D96
06DB2	液					[]	[2428]	2400.3	水	8	U+6DB2
06DB8	涸					[]	[4973]	2426.1	水	8	U+6DB8
06DC0	淀					[]	[2431]	2398.1	水	8	U+6DC0
06DCB	淋					[]	[2413]	2418.2	水	8	U+6DCB
06DDD	淝					[]	[4976]	2432.1	水	8	U+6DDD
06DDF	淟					[]	[7235]	2425.3	水	8	U+6DDF
06DE0	淠					[]	[4972]	2425.3	null	null	U+6DE0
06DE6	淦					[]	[4975]	2429.3	水	8	U+6DE6
06DF4	淴					[]	[7237]	2432.2	null	null	U+6DF4
06DF6	淶			涞		[]	[4646]	2418.3	水	8	U+6DF6
06DF7	混					[]	[2420]	2424.3	水	8	U+6DF7
06DFB	添					[]	[2411]	2417.1	水	8	U+6DFB
06DFC	淼		渺			[]	[2755, 7371]	2426.2	水	8	U+6DFC
06E05	清					[淸]	[2410]	2405.2	水	8	U+6E05
06E1A	渚					[]	[4964]	2417.3	水	8	U+6E1A
06E1F	渟					[]	[7432]	2433.3	水	9	U+6E1F
06E20	渠					[]	[2416]	2421.3	水	9	U+6E20
06E21	渡					[]	[2765]	2434.1	水	9	U+6E21
06E2B	渫					[𠗨]	[5278]	2442.2	水	9	U+6E2B
06E2D	渭					[]	[5282]	2450.1	水	9	U+6E2D
06E2F	港					[]	[2749]	2442.1	水	9	U+6E2F
06E3A	渺					[]	[2755]	2446.1	水	9	U+6E3A
06E43	湃					[]	[2762]	2452.2	水	9	U+6E43
06E49	湉					[]	[5290]	2433.2	水	9	U+6E49
06E4E	湎					[]	[5280]	2445.3	水	9	U+6E4E
06E56	湖					[]	[2751]	2442.2	水	9	U+6E56
06E58	湘					[]	[2752]	2443.2	水	9	U+6E58
06E5E	湞			浈		[]	[6886]	2446.1	水	9	U+6E5E
06E5F	湟					[]	[5286]	2454.2	水	9	U+6E5F
06E67	湧		涌			[]	[2089]	2455.2	水	9	U+6E67
06E6B	湫					[]	[5284]	2452.2	水	9	U+6E6B
06E6F	湯			汤		[]	[542]	2447.1	水	9	U+6E6F
06E86	溆					[漵, 潊]	[5287]	2486.1	水	11	U+6E86
06E8F	溏					[]	[5583]	2457.3	水	10	U+6E8F
06E90	源					[]	[3008]	2462.1	水	10	U+6E90
06EA0	溠					[]	[7433]	2437.3	null	null	U+6EA0
06EA7	溧					[]	[5572]	2461.1	水	10	U+6EA7
06EB3	溳			涢		[]	[7059]	2462.3	null	null	U+6EB3
06EC1	滁					[]	[5293]	2471.1	水	10	U+6EC1
06EC5	滅			灭		[]	[223]	2461.1	水	10	U+6EC5
06EC9	滉					[]	[7591]	2462.2	水	10	U+6EC9
06ECB	滋					[]	[2767]	2438.1	水	9	U+6ECB
06ECD	滍					[]	[7597]	2471.1	null	null	U+6ECD
06ED5	滕					[]	[5967]	2470.1	水	10	U+6ED5
06EEC	滬			沪		[]	[869]	2474.1	水	11	U+6EEC
06EF7	滷			卤		[]	[711]	2484.1	水	11	U+6EF7
06EF8	滸			浒		[]	[4345]	2472.3	水	11	U+6EF8
06F01	漁			渔		[]	[2425]	2487.2	水	11	U+6F01
06F09	漉					[]	[5808]	2473.2	水	11	U+6F09
06F0F	漏					[]	[3168]	2488.3	水	11	U+6F0F
06F22	漢			汉		[]	[311]	2475.1	水	10	U+6F22
06F23	漣			涟		[]	[4647]	2460.2	水	11	U+6F23
06F26	漦					[]	[7750]	2474.2	null	null	U+6F26
06F32	漲			涨		[涱]	[2086]	2490.1	水	11	U+6F32
06F36	漶					[]	[5804]	2485.3	水	11	U+6F36
06F3F	漿			浆		[]	[2018]	2490.2	水	11	U+6F3F
06F41	潁			颍		[]	[5238]	2486.3	水	11	U+6F41
06F59	潙			沩		[溈]	[3781]	2497.3	水	12	U+6F59
06F5D	潝					[]	[]	2497.3	null	null	U+6F5D
06F5E	潞					[]	[6176]	2503.1	水	12	U+6F5E
06F62	潢					[]	[5800]	2493.2	水	12	U+6F62
06F64	潤			润		[]	[2081]	2496.2	水	12	U+6F64
06F68	潨					[潀]	[]	2499.1	水	12	U+6F68
06F70	潰			溃		[]	[2759]	2497.1	水	12	U+6F70
06F74	潴					[瀦]	[5806]	2515.2	水	16	U+6F74
06F78	潸					[]	[5999]	2494.1	水	12	U+6F78
06F87	澇			涝		[]	[2067]	2491.1	null	null	U+6F87
06F90	澐			沄		[]	[6614]	2491.2	水	12	U+6F90
06F92	澒					[]	[]	2492.2	水	12	U+6F92
06F97	澗			涧		[㵎]	[2082]	2497.1	水	12	U+6F97
06FA3	澣		浣			[]	[4657]	2502.2	水	7	U+6FA3
06FA6	澦			滪		[]	[5587]	2508.1	null	null	U+6FA6
06FA7	澧					[]	[6177]	2503.2	水	13	U+6FA7
06FA8	澨					[]	[]	2505.3	水	13	U+6FA8
06FAD	澭					[灉]	[7907]	2502.1	null	null	U+6FAD
06FB6	澶					[]	[6180]	2501.3	水	13	U+6FB6
